group,classify_why,product_type,handle,status,reason,sizeChart,shadowVisible,box,matched_keyword,match_field,matched_value,is_excluded,excluded_keyword,resolution_source,resolution_collection,reverify,certified,url
tops,title-exclude:Shirt,Tops,kolat-lightspeed-youth-super-soft-t-shirt,PASS,suppressed,,false,,kolat,product_title,Kolat Lightspeed Youth Elite Super Soft T-Shirt,true,shirt,excluded,,,,https://rudis.com/products/kolat-lightspeed-youth-super-soft-t-shirt
tops,title-exclude:Shirt,Tops,kolat-lightspeed-super-soft-t-shirt,PASS,suppressed,,false,,kolat,product_title,Kolat Lightspeed Elite Super Soft T-Shirt,true,shirt,excluded,,,,https://rudis.com/products/kolat-lightspeed-super-soft-t-shirt
tops,title-exclude:Shirt,Tops,rocky-run-youth-elite-super-soft-t-shirt,PASS,suppressed,,false,,,,,true,shirt,excluded,,,,https://rudis.com/products/rocky-run-youth-elite-super-soft-t-shirt
tops,title-exclude:Hoodie,Tops,win-rocky-win-youth-comfort-fleece-hoodie,PASS,suppressed,,false,,sf-tbilisi,collection_title,ROCKY SF-Tbilisi Collection,true,hoodie,excluded,,,,https://rudis.com/products/win-rocky-win-youth-comfort-fleece-hoodie
tops,title-exclude:Shirt,Tops,pb-j-heavyweight-t-shirt,PASS,suppressed,,false,,,,,true,shirt,excluded,,,,https://rudis.com/products/pb-j-heavyweight-t-shirt
tops,title-exclude:Hoodie,Tops,win-rocky-win-comfort-fleece-hoodie,PASS,suppressed,,false,,ks,collection_title,"Men's Hoodies, Crewnecks, & Zips",true,hoodie,excluded,,,,https://rudis.com/products/win-rocky-win-comfort-fleece-hoodie
tops,type:Tops(default-non-foot),Tops,coach-titan-heavyweight-crewneck,PASS,suppressed,,false,,ks,collection_title,Men's Crewnecks,true,crewneck,excluded,,,,https://rudis.com/products/coach-titan-heavyweight-crewneck
tops,title-exclude:Hoodie,Tops,coach-titan-heavyweight-hoodie,PASS,suppressed,,false,,ks,collection_title,"Men's Hoodies, Crewnecks, & Zips",true,hoodie,excluded,,,,https://rudis.com/products/coach-titan-heavyweight-hoodie
tops,title-exclude:Shirt,Tops,coach-heavyweight-t-shirt,PASS,suppressed,,false,,wrestling,collection_title,RUDIS Wrestling Graphic Tops,true,shirt,excluded,,,,https://rudis.com/products/coach-heavyweight-t-shirt
tops,type:Tops(default-non-foot),Tops,shultz-usa-wrestling-world-champ-comfort-fleece-crewneck,PASS,suppressed,,false,,ks,collection_title,"Men's Hoodies, Crewnecks, & Zips",true,crewneck,excluded,,,,https://rudis.com/products/shultz-usa-wrestling-world-champ-comfort-fleece-crewneck
tops,title-exclude:Shirt,Tops,shultz-usa-wrestling-world-champ-heavyweight-t-shirt,PASS,suppressed,,false,,wrestling,product_title,Schultz USA Wrestling World Champ Heavyweight T-Shirt,true,shirt,excluded,,,,https://rudis.com/products/shultz-usa-wrestling-world-champ-heavyweight-t-shirt
tops,title-exclude:Hoodie,Tops,uww-united-youth-comfort-fleece-hoodie,PASS,suppressed,,false,,wrestling,collection_title,RUDIS Wrestling,true,hoodie,excluded,,,,https://rudis.com/products/uww-united-youth-comfort-fleece-hoodie
tops,title-exclude:Shirt,Tops,uww-universal-language-youth-elite-super-soft-t-shirt,PASS,suppressed,,false,,wrestling,collection_title,RUDIS Wrestling,true,shirt,excluded,,,,https://rudis.com/products/uww-universal-language-youth-elite-super-soft-t-shirt
tops,title-exclude:Hoodie,Tops,uww-united-comfort-fleece-hoodie,PASS,suppressed,,false,,ks,collection_title,"Men's Hoodies, Crewnecks, & Zips",true,hoodie,excluded,,,,https://rudis.com/products/uww-united-comfort-fleece-hoodie
